orig_food_common_name,name,orig_content,orig_unit,cas_number
after secondary fermentation,Adenine,0.133,mg/100g,NC1=C2N=CN=C2N=CN1.NC1=NC=NC2=C1NC=N2.NC1=NC=NC2=C1N=CN2.NC1=C2N=CN=C2NC=N1
after secondary fermentation,Adenosine,0.113,mg/100g,NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1
after secondary fermentation,Choline,0.486,mg/100g,C[N+](C)(C)CCO
after secondary fermentation,Cytidine,0.18100000000000002,mg/100g,OCC1OC(C(O)C1O)N1C=CC(=N)N=C1O
after secondary fermentation,D-Fructose,1.227,mg/100g,OCC(O)C(O)C(O)C(=O)CO.OCC1OC(O)(CO)C(O)C1O.OCC1(O)OCC(O)C(O)C1O
after secondary fermentation,D-Mannose,0.145,mg/100g,OCC(O)C(O)C(O)C(O)C=O.OCC(O)C1OC(O)C(O)C1O.OCC1OC(O)C(O)C(O)C1O
after secondary fermentation,Deoxyadenosine,0.141,mg/100g,NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](CO)O1
after secondary fermentation,Dextrantriose,0.17600000000000002,mg/100g,OCC1OC(OCC2OC(OCC3OC(O)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O
after secondary fermentation,Gentiobiose,0.47,mg/100g,OCC1OC(OCC(O)C(O)C(O)C(O)C=O)C(O)C(O)C1O.OCC1OC(OCC(O)C2OC(O)C(O)C2O)C(O)C(O)C1O.OCC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O
after secondary fermentation,Glucose,0.355,mg/100g,[H]C1(O)O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])O
after secondary fermentation,Glycerol,17.35,mg/100g,OCC(O)CO
after secondary fermentation,Guanosine,0.303,mg/100g,NC1=NC(=O)C2=C(N1)N(C=N2)C1OC(CO)C(O)C1O
after secondary fermentation,Isomaltose,0.239,mg/100g,OCC1OC(OCC(O)C(O)C(O)C(O)C=O)C(O)C(O)C1O.OCC1OC(OCC(O)C2OC(O)C(O)C2O)C(O)C(O)C1O.OCC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O
after secondary fermentation,Kojibiose,0.171,mg/100g,OCC(O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C=O.OCC(O)C1OC(O)C(OC2OC(CO)C(O)C(O)C2O)C1O.OCC1OC(O)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
after secondary fermentation,L-1-glycero-3-phosphocholine,0.9390000000000001,mg/100g,[H][C@@](O)(CO)COP([O-])(=O)OCC[N+](C)(C)C
after secondary fermentation,Maltose,7.615,mg/100g,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
after secondary fermentation,Maltotriose,1.218,mg/100g,OC[C@@H](O)[C@@H](O[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)C=O
after secondary fermentation,Oxypurinol,0.17300000000000001,mg/100g,O=C1NC(=O)C2=CNNC2=N1
after secondary fermentation,Propylene glycol,0.41,mg/100g,CC(O)CO
after secondary fermentation,Sucrose,0.193,mg/100g,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
after secondary fermentation,Uridine,0.251,mg/100g,OCC1OC(C(O)C1O)N1C=CC(O)=NC1=O
after secondary fermentation,acetate,0.595,mg/100g,CC([O-])=O
after secondary fermentation,ethanolamine,0.13,mg/100g,NCCO
agave,Calcium,549.0,mg/100g,[Ca++]
agave,D-Fructose,20460.0,mg/100g,OCC(O)C(O)C(O)C(=O)CO.OCC1OC(O)(CO)C(O)C1O.OCC1(O)OCC(O)C(O)C1O
agave,D-Glucose,2083.3333333333335,mg/100g,OCC(O)C(O)C(O)C(O)C=O.OCC(O)C1OC(O)C(O)C1O.OCC1OC(O)C(O)C(O)C1O
agave,Potassium,767.0,mg/100g,[K+]
agave,Starch,575.0,mg/100g,OCC1OC(O)C(O)C(O)C1O
agave,Sucrose,2173.3333333333335,mg/100g,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
agave,Sugars,24716.666666666668,mg/100g,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
aged beer,Fur-2-aldehyde,63.0,mg/100g,O=CC1=CC=CO1
agua pear,Arbutin,9.1,mg/kg fresh weight,OCC1OC(OC2=CC=C(O)C=C2)C(O)C(O)C1O
agua pear,Caffeic acid,1.45,mg/kg fresh weight,OC(=O)\C=C\C1=CC(O)=C(O)C=C1
agua pear,Catechin,2.875,mg/kg fresh weight,O[C@H]1CC2=C(O)C=C(O)C=C2O[C@@H]1C1=CC(O)=C(O)C=C1
agua pear,Quercetin 3-rutinoside,52.25,mg/kg fresh weight,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
agua pear,cis-p-Coumaric acid,0.76,mg/kg fresh weight,OC(=O)\C=C/C1=CC=C(O)C=C1
agua pear,ent-Epicatechin,5.325,mg/kg fresh weight,O[C@H]1CC2=C(O[C@H]1C1=CC=C(O)C(O)=C1)C=C(O)C=C2O
agua pear,m-Coumaric acid,0.76,mg/kg fresh weight,OC(=O)\C=C\C1=CC=CC(O)=C1
agua pear,o-Coumaric acid,0.76,mg/kg fresh weight,OC(=O)\C=C\C1=CC=CC=C1O
agua pear,p-Coumaric acid,0.76,mg/kg fresh weight,OC(=O)\C=C\C1=CC=C(O)C=C1
agua pear,trans-p-Coumaric acid,0.76,mg/kg fresh weight,OC(=O)\C=C\C1=CC=C(O)C=C1
agutuk,Cholesterol,89.0,mg/100g,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
agutuk,Phosphorus,152.0,mg/100g,P
agutuk,Potassium,217.0,mg/100g,[K+]
agutuk,Retinol,504.0,IU,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
agutuk,Sodium,95.0,mg/100g,[Na]
ajonjoli (sp.),"(Z,Z)-9,12-Octadecadienoic acid",20122.0,mg/100g,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
ajonjoli (sp.),Arginine,2536.5,mg/100g,N[C@@H](CCCNC(N)=N)C(O)=O
ajonjoli (sp.),Glycine,1290.4,mg/100g,NCC(O)=O
ajonjoli (sp.),L-Alanine,1015.6,mg/100g,C[C@H](N)C(O)=O
ajonjoli (sp.),L-Aspartic acid,1684.25,mg/100g,N[C@@H](CC(O)=O)C(O)=O
ajonjoli (sp.),L-Glutamic acid,3829.85,mg/100g,N[C@@H](CCC(O)=O)C(O)=O
ajonjoli (sp.),L-Isoleucine,1058.55,mg/100g,CCC(C)C(N)C(O)=O
ajonjoli (sp.),L-Leucine,1350.8,mg/100g,CC(C)CC(N)C(O)=O
ajonjoli (sp.),L-Proline,1118.85,mg/100g,OC(=O)[C@@H]1CCCN1
ajonjoli (sp.),L-Serine,995.05,mg/100g,NC(CO)C(O)=O
ajonjoli (sp.),L-Threonine,987.8,mg/100g,C[C@@H](O)[C@H](N)C(O)=O
ajonjoli (sp.),L-Tyrosine,801.9,mg/100g,NC(CC1=CC=C(O)C=C1)C(O)=O
ajonjoli (sp.),Oleic acid,19967.2,mg/100g,CCCCCCCC\C=C\CCCCCCCC(O)=O
ajonjoli (sp.),Phosphatidylethanolamine,18351.2,mg/100g,[H][C@@](CO\C=C/CCCCCCCC\C=C/CCCCCC)(COP(O)(=O)OCCN)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC
ajonjoli (sp.),Phosphorus,1400.0,mg/100g,P
ajonjoli (sp.),Starch,17500.0,mg/100g,OCC1OC(O)C(O)C(O)C1O
akca pear,Caffeic acid,13.322000000000001,mg/l,OC(=O)\C=C\C1=CC(O)=C(O)C=C1
akca pear,cis-p-Coumaric acid,5.909,mg/l,OC(=O)\C=C/C1=CC=C(O)C=C1
akca pear,ent-Epicatechin,75.447,mg/l,O[C@H]1CC2=C(O[C@H]1C1=CC=C(O)C(O)=C1)C=C(O)C=C2O
akca pear,m-Coumaric acid,5.909,mg/l,OC(=O)\C=C\C1=CC=CC(O)=C1
akca pear,o-Coumaric acid,5.909,mg/l,OC(=O)\C=C\C1=CC=CC=C1O
akca pear,p-Coumaric acid,5.909,mg/l,OC(=O)\C=C\C1=CC=C(O)C=C1
akca pear,trans-p-Coumaric acid,5.909,mg/l,OC(=O)\C=C\C1=CC=C(O)C=C1
alcoholic beverage,Calcium,9.0,mg/100g,[Ca++]
alcoholic beverage,Choline,5.0,mg/100g,C[N+](C)(C)CCO
alcoholic beverage,Cyanidin,0.095,mg/100 g,OC1=CC2=[O+]C(=C(O)C=C2C(O)=C1)C1=CC(O)=C(O)C=C1
alcoholic beverage,Delphinidin,5.81,mg/100 g,OC1=CC2=[O+]C(=C(O)C=C2C(O)=C1)C1=CC(O)=C(O)C(O)=C1
alcoholic beverage,Ethanol,8600.0,mg/100g,CCO
alcoholic beverage,Kaempferol,0.015,mg/100 g,OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O
alcoholic beverage,Phosphorus,10.5,mg/100g,P
alcoholic beverage,Potassium,56.5,mg/100g,[K+]
alcoholic beverage,Sodium,316.5,mg/100g,[Na]
alcoholic beverage,Sugars,1350.0,mg/100g,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
alcoholic beverage,alpha-Catechin,0.45000000000000007,mg/100 g,O[C@@H]1CC2=C(O)C=C(O)C=C2O[C@@H]1C1=CC(O)=C(O)C=C1
ale,Ferulic acid,2.2575,mg/100g,[H]\C(=C(/[H])C1=CC(OC)=C(O)C=C1)C(O)=O
alfalfa seeds,(R)-Oxypeucedanin,70.0,mg/100 g,CC1(C)OC1COC1=C2C=CC(=O)OC2=CC2=C1C=CO2
alfalfa seeds,"(Z,Z)-9,12-Octadecadienoic acid",234.0,mg/100g,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
alfalfa seeds,(±)-erythro-Isoleucine,140.0,mg/100 g,CCC(C)C(N)C(O)=O
alfalfa seeds,"C18:1, n-9",56.0,mg/100g,CCCCCCCC\C=C\CCCCCCCC(O)=O
alfalfa seeds,Calcium,84.0,mg/100g,[Ca++]
alfalfa seeds,Choline,14.4,mg/100g,C[N+](C)(C)CCO
alfalfa seeds,D-Fructose,120.0,mg/100g,OCC(O)C(O)C(O)C(=O)CO.OCC1OC(O)(CO)C(O)C1O.OCC1(O)OCC(O)C(O)C1O
alfalfa seeds,D-Glucose,80.0,mg/100g,OCC(O)C(O)C(O)C(O)C=O.OCC(O)C1OC(O)C(O)C1O.OCC1OC(O)C(O)C(O)C1O
alfalfa seeds,Iron,12.9,mg/100 g,[Fe]
alfalfa seeds,L-Ascorbic acid,14.133333333333335,mg/100g,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
alfalfa seeds,L-Isoleucine,141.5,mg/100g,CCC(C)C(N)C(O)=O
alfalfa seeds,L-Leucine,269.0,mg/100g,CC(C)CC(N)C(O)=O
alfalfa seeds,L-Lysine,212.0,mg/100g,NCCCC[C@H](N)C(O)=O
alfalfa seeds,L-Threonine,131.33333333333334,mg/100g,C[C@@H](O)[C@H](N)C(O)=O
alfalfa seeds,Nitrogen,3100.0,mg/100 g,N#N
alfalfa seeds,Oleic acid,56.0,mg/100 g,CCCCCCCC\C=C\CCCCCCCC(O)=O
alfalfa seeds,Phosphorus,70.0,mg/100g,P
alfalfa seeds,Potassium,79.0,mg/100g,[K+]
alfalfa seeds,Retinol,81.5,IU,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
alfalfa seeds,Sodium,6.0,mg/100g,[Na]
alfalfa seeds,Sugars,180.0,mg/100g,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
alfalfa seeds,Zinc,6.9,mg/100 g,[Zn]
alfalfa seeds,alpha-Linolenic acid,175.0,mg/100g,CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O
alfalfa seeds,epsilon-Polylysine,210.0,mg/100 g,NCCCC[C@H](N)C(O)=O
alholva (sp.),Arginine,2467.25,mg/100g,N[C@@H](CCCNC(N)=N)C(O)=O
alholva (sp.),Calcium,1290.0,mg/100g,[Ca++]
alholva (sp.),Choline,1350.0,mg/100g,C[N+](C)(C)CCO
alholva (sp.),Diosgenin,1115.0,mg/100g,CC1C2C(CC3C4CC=C5CC(O)CCC5(C)C4CCC23C)OC11CCC(C)CO1
alholva (sp.),Glycine,1249.8,mg/100g,NCC(O)=O
alholva (sp.),L-Alanine,997.0,mg/100g,C[C@H](N)C(O)=O
alholva (sp.),L-Aspartic acid,2650.5,mg/100g,N[C@@H](CC(O)=O)C(O)=O
alholva (sp.),L-Glutamic acid,4187.5,mg/100g,N[C@@H](CCC(O)=O)C(O)=O
alholva (sp.),L-Isoleucine,1218.0,mg/100g,CCC(C)C(N)C(O)=O
alholva (sp.),L-Leucine,1774.35,mg/100g,CC(C)CC(N)C(O)=O
alholva (sp.),L-Lysine,1691.75,mg/100g,NCCCC[C@H](N)C(O)=O
alholva (sp.),L-Proline,1489.0,mg/100g,OC(=O)[C@@H]1CCCN1
alholva (sp.),L-Serine,1275.75,mg/100g,NC(CO)C(O)=O
alholva (sp.),L-Threonine,943.0,mg/100g,C[C@@H](O)[C@H](N)C(O)=O
alholva (sp.),L-Tyrosine,740.5,mg/100g,NC(CC1=CC=C(O)C=C1)C(O)=O
alholva (sp.),Lignin,28000.0,mg/100g,[Na+].[Na+].CC(=O)NC1=C2C(=O)C(=NNC3=CC=CC=C3)C(=CC2=C(C=C1)S([O-])(=O)=O)S([O-])(=O)=O
alholva (sp.),Potassium,650.25,mg/100g,[K+]
alholva (sp.),Raffinose,690.0,mg/100g,OCC1OC(CO)(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C1O
alholva (sp.),Stachyose,660.0,mg/100g,OCC1OC(CO)(OC2OC(COC3OC(COC4OC(CO)C(O)C(O)C4O)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C1O
alholva (sp.),Sucrose,695.0,mg/100g,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
allspice,"1,8-Cineole",69.0,mg/100g,CC12CCC(CC1)C(C)(C)O2
allspice,17alpha-ethynylestradiol,2250.0,mg/100g,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
allspice,Aluminum,11.0,mg/100g,[AlH3]
allspice,Calamenene,9.0,mg/100g,CC(C)C1CCC(C)C2=CC=C(C)C=C12
allspice,Calcium,741.8,mg/100g,[Ca++]
allspice,Eugenol,1492.4,mg/100g,COC1=C(O)C=CC(CC=C)=C1
allspice,L-Ascorbic acid,203.95,mg/100g,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
allspice,Methyleugenol,772.0,mg/100g,COC1=C(OC)C=C(CC=C)C=C1
allspice,Phosphorus,116.75,mg/100g,P
allspice,Potassium,1120.5,mg/100g,[K+]
allspice,Sodium,82.1,mg/100g,[Na]
allspice,Viridiflorene,23.7,mg/100g,CC1CCC2=C(C)CCC3C(C12)C3(C)C
allspice,alpha-Humulene,40.5,mg/100g,C\C1=C\CC(C)(C)\C=C/C\C(C)=C/CC1
allspice,beta-Carotene,11.15,mg/100g,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C
allspice,beta-Caryophyllene,76.0,mg/100g,C\C1=C\CCC(=C)C2CC(C)(C)C2CC1
allspice,beta-Humulene,40.5,mg/100g,C\C1=C\CC(C)(C)\C=C/CC(=C)CCC1
allspice,p-Menth-1-en-4-ol,126.0,mg/100g,CC(C)C1(O)CCC(C)=CC1
almond,(E)-2-Phenyl-2-butenal,5700.0,mg/100 g,C\C=C(\C=O)C1=CC=CC=C1
almond,(R)-Oxypeucedanin,491.0,mg/100 g,CC1(C)OC1COC1=C2C=CC(=O)OC2=CC2=C1C=CO2
almond,"(Z,Z)-9,12-Octadecadienoic acid",8973.2,mg/100g,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
almond,(±)-erythro-Isoleucine,950.0,mg/100 g,CCC(C)C(N)C(O)=O
almond,17alpha-ethynylestradiol,1150.0,mg/100g,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
almond,Arginine,2450.7999999999997,mg/100g,N[C@@H](CCCNC(N)=N)C(O)=O
almond,Benzaldehyde,820.0,mg/100g,O=CC1=CC=CC=C1
almond,"C18:1, n-9",26700.0,mg/100g,CCCCCCCC\C=C\CCCCCCCC(O)=O
almond,D-Aspartic acid,2400.0,mg/100 g,N[C@H](CC(O)=O)C(O)=O
almond,Glycine,1354.8166666666666,mg/100g,NCC(O)=O
almond,L-Alanine,1054.8999999999999,mg/100g,C[C@H](N)C(O)=O
almond,L-Aspartic acid,2401.525,mg/100g,N[C@@H](CC(O)=O)C(O)=O
almond,L-Glutamic acid,5885.25,mg/100g,N[C@@H](CCC(O)=O)C(O)=O
almond,L-Histidine,550.0,mg/100 g,NC(CC1=CN=CN1)C(O)=O
almond,L-Isoleucine,917.95,mg/100g,CCC(C)C(N)C(O)=O
almond,L-Leucine,1529.2333333333333,mg/100g,CC(C)CC(N)C(O)=O
almond,L-Lysine,675.65,mg/100g,NCCCC[C@H](N)C(O)=O
almond,L-Proline,1094.6166666666666,mg/100g,OC(=O)[C@@H]1CCCN1
almond,L-Serine,940.5666666666666,mg/100g,NC(CO)C(O)=O
almond,L-Threonine,693.0,mg/100g,C[C@@H](O)[C@H](N)C(O)=O
almond,L-Tyrosine,655.6,mg/100g,NC(CC1=CC=C(O)C=C1)C(O)=O
almond,Nitrogen,4000.0,mg/100 g,N#N
almond,Oleic acid,30370.675,mg/100g,CCCCCCCC\C=C\CCCCCCCC(O)=O
almond,Phosphorus,657.75,mg/100g,P
almond,Potassium,725.0,mg/100g,[K+]
almond,Sucrose,5900.0,mg/100g,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
almond,Sugars,4300.0,mg/100g,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
almond,epsilon-Polylysine,670.0,mg/100 g,NCCCC[C@H](N)C(O)=O
amaranth,Arginine,1060.0,mg/100g,N[C@@H](CCCNC(N)=N)C(O)=O
amaranth,Glycine,1636.0,mg/100g,NCC(O)=O
amaranth,L-Alanine,799.0,mg/100g,C[C@H](N)C(O)=O
amaranth,L-Aspartic acid,1261.0,mg/100g,N[C@@H](CC(O)=O)C(O)=O
amaranth,L-Glutamic acid,2259.0,mg/100g,N[C@@H](CCC(O)=O)C(O)=O
amaranth,L-Isoleucine,582.0,mg/100g,CCC(C)C(N)C(O)=O
amaranth,L-Leucine,879.0,mg/100g,CC(C)CC(N)C(O)=O
amaranth,L-Lysine,747.0,mg/100g,NCCCC[C@H](N)C(O)=O
amaranth,L-Proline,698.0,mg/100g,OC(=O)[C@@H]1CCCN1
amaranth,L-Serine,1148.0,mg/100g,NC(CO)C(O)=O
amaranth,L-Threonine,558.0,mg/100g,C[C@@H](O)[C@H](N)C(O)=O
amaranth,Phosphorus,557.0,mg/100g,P
amaranth,Potassium,508.0,mg/100g,[K+]
amaranth,Starch,57270.0,mg/100g,OCC1OC(O)C(O)C(O)C1O
amaranth,Sucrose,1400.0,mg/100g,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
amaranth,Sugars,1690.0,mg/100g,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
amaranth flakes,Calcium,17.0,mg/100g,[Ca++]
amaranth flakes,Choline,75.1,mg/100g,C[N+](C)(C)CCO
amaranth flakes,Copper,0.214,mg/100g,[Cu]
amaranth flakes,Dodecanoic acid,19.0,mg/100g,CCCCCCCCCCCC(O)=O
amaranth flakes,Iron,1.76,mg/100g,[Fe]
amaranth flakes,L-Ascorbic acid,2.5,mg/100g,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
amaranth flakes,Nicotinic acid,2.61,mg/100g,OC(=O)C1=CN=CC=C1
amaranth flakes,Phosphorus,331.0,mg/100g,P
amaranth flakes,Potassium,353.0,mg/100g,[K+]
amaranth flakes,Riboflavine,0.11,mg/100g,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
amaranth flakes,Selenium,0.0707,mg/100g,[Se]
amaranth flakes,Sodium,35.0,mg/100g,[Na]
amaranth flakes,Sugars,420.0,mg/100g,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
amaranth flakes,Zinc,0.25,mg/100g,[Zn]
amaranth flakes,alpha-Tocopherol,1.31,mg/100g,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C
amaranth grain,Calcium,47.0,mg/100g,[Ca++]
amaranth grain,Copper,0.149,mg/100g,[Cu]
amaranth grain,Folic acid,0.022000000000000002,mg/100g,NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1
amaranth grain,Iron,2.1,mg/100g,[Fe]
amaranth grain,Manganese,0.8540000000000001,mg/100g,[Mn]
amaranth grain,Nicotinic acid,0.235,mg/100g,OC(=O)C1=CN=CC=C1
amaranth grain,Phosphorus,148.0,mg/100g,P
amaranth grain,Potassium,135.0,mg/100g,[K+]
amaranth grain,Pyridoxine,0.113,mg/100g,CC1=C(O)C(CO)=C(CO)C=N1
amaranth grain,Riboflavine,0.022000000000000002,mg/100g,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
amaranth grain,Selenium,0.0055,mg/100g,[Se]
amaranth grain,Sodium,6.0,mg/100g,[Na]
amaranth grain,Starch,16230.0,mg/100g,OCC1OC(O)C(O)C(O)C1O
amaranth grain,Thiamine,0.015,mg/100g,CC1=C(CCO)SC=[N+]1CC1=CN=C(C)N=C1N
amaranth grain,Zinc,0.86,mg/100g,[Zn]
amaranth grain,alpha-Tocopherol,0.19,mg/100g,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C
amaranth grain,d-Tocopherol,0.24,mg/100g,CC(C)CCCC(C)CCCC(C)CCCC1(C)CCC2=CC(O)=CC(C)=C2O1
amaranth grain,gamma-Tocopherol,0.05,mg/100g,CC(C)CCCC(C)CCCC(C)CCCC1(C)CCC2=CC(O)=C(C)C(C)=C2O1
amaranth leaves,Calcium,212.0,mg/100g,[Ca++]
amaranth leaves,Isorhamnetin,0.0,mg/100 g,COC1=C(O)C=CC(=C1)C1=C(O)C(=O)C2=C(O)C=C(O)C=C2O1
amaranth leaves,L-Aspartic acid,212.5,mg/100g,N[C@@H](CC(O)=O)C(O)=O
amaranth leaves,L-Glutamic acid,271.0,mg/100g,N[C@@H](CCC(O)=O)C(O)=O
amaranth leaves,L-Leucine,181.0,mg/100g,CC(C)CC(N)C(O)=O
amaranth leaves,Potassium,626.0,mg/100g,[K+]
amaranth leaves,Retinol,2843.5,IU,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
amaranth leaves,Sodium,257.0,mg/100g,[Na]
american cranberry,Benzoic acid,178.20000152599997,mg/100g,OC(=O)C1=CC=CC=C1
american cranberry,Caffeic acid,15.63999939,mg/100g,OC(=O)\C=C\C1=CC(O)=C(O)C=C1
american cranberry,Calcium,61.35,mg/100g,[Ca++]
american cranberry,Cyanidin 3-galactoside,8.890000342999999,mg/100g,OC[C@H]1O[C@@H](OC2=CC3=C(C=C(O)C=C3O)[O+]=C2C2=CC(O)=C(O)C=C2)[C@H](O)[C@@H](O)[C@H]1O
american cranberry,Hyperin,10.816423416,mg/100g,OC[C@H]1O[C@@H](OC2=C(OC3=C(C(O)=CC(O)=C3)C2=O)C2=CC(O)=C(O)C=C2)[C@H](O)[C@@H](O)[C@H]1O
american cranberry,L-Ascorbic acid,53.9,mg/100g,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
american cranberry,Manganese,10.07,mg/100g,[Mn]
american cranberry,Nitrogen,282.5,mg/100g,N#N
american cranberry,Peonidin 3-arabinoside,9.614721298,mg/100g,COC1=C(O)C=CC(=C1)C1=[O+]C2=C(C=C1O[C@H]1O[C@H](CO)[C@@H](O)[C@@H]1O)C(O)=CC(O)=C2
american cranberry,Peonidin 3-galactoside,22.026014328000002,mg/100g,[H][C@]1(CO)O[C@@]([H])(OC2=CC3=C(C=C(O)C=C3O)[O+]=C2C2=CC(OC)=C(O)C=C2)[C@]([H])(O)[C@@]([H])(O)[C@@]1([H])O
american cranberry,Phosphorus,58.25,mg/100g,P
american cranberry,Potassium,351.35,mg/100g,[K+]
american cranberry,Quercetin,17.4216667015,mg/100g,OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1
american cranberry,Sulfur,28.25,mg/100g,[S]
american cranberry,o-Coumaric acid,8.899999618999999,mg/100g,OC(=O)\C=C\C1=CC=CC=C1O
american cranberry,p-Coumaric acid,25.380001068000002,mg/100g,OC(=O)\C=C\C1=CC=C(O)C=C1
american cranberry,trans-Sinapic acid,21.180000305,mg/100g,COC1=CC(\C=C\C(O)=O)=CC(OC)=C1O
american persimmon,Barium,49.849999999999994,mg/100g,[Ba]
american persimmon,Calcium,585.6333333333333,mg/100g,[Ca++]
american persimmon,Iron,53.45,mg/100g,[Fe]
american persimmon,L-Ascorbic acid,125.75,mg/100g,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
american persimmon,Manganese,65.675,mg/100g,[Mn]
american persimmon,Phosphorus,94.39999999999999,mg/100g,P
american persimmon,Potassium,887.1,mg/100g,[K+]
american persimmon,Strontium,34.79,mg/100g,[Sr++]
anchovy,(E)-2-Phenyl-2-butenal,1500.0,mg/100 g,C\C=C(\C=O)C1=CC=CC=C1
anchovy,(±)-erythro-Isoleucine,710.0,mg/100 g,CCC(C)C(N)C(O)=O
anchovy,Arginine,710.0,mg/100 g,N[C@@H](CCCNC(N)=N)C(O)=O
anchovy,"C18:1, n-9",2070.0,mg/100g,CCCCCCCC\C=C\CCCCCCCC(O)=O
anchovy,Cholesterol,90000.0,mg/100 g,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
anchovy,D-Aspartic acid,1300.0,mg/100 g,N[C@H](CC(O)=O)C(O)=O
